"product.id","key","value"
42,"color","black"
42,"color","blueshadow"
42,"color","greysky"
43,"color","andrewblue"
43,"color","biminiplaid"
43,"color","black"
43,"color","chelseablack"
43,"color","classicblue"
43,"color","navy"
43,"color","pinkregentstripe"
43,"color","red/eliteblue"
44,"color","brightlime"
44,"color","particleblue"
45,"color","cruisenavy"
45,"color","flaggreen"
45,"color","logansapphire"
45,"color","madisonpink"
46,"color","blue"
47,"color","mahogany"
47,"color","night"
47,"color","silver"
48,"color","andoverheather/nevisstripe"
48,"color","cruisenavy"
48,"color","cruisenavy/nevispaisley"
48,"color","navy/nevisstripe"
49,"color","black"
49,"color","navy"
5,"color","black"
5,"color","dressblues"
5,"color","turbulencegrey"
5,"color","white"
50,"color","brightlime"
50,"color","particleblue"
51,"color","charcoalpolkadot"
52,"color","black"
52,"color","graphitegrey"
52,"color","navy"
53,"color","andoverhe"
53,"color","clubroyal"
53,"color","poloblack"
53,"color","ralphlaurenred"
54,"color","cruisenavydot"
54,"color","reddot"
54,"color","royalbluedot"
55,"color","black"
55,"color","navy"
56,"color","blue"
57,"color","black"
58,"color","graphitegrey"
58,"color","navy"
58,"color","white"
59,"color","black"
59,"color","dressblues"
59,"color","imperialblue"
6,"color","crownblue"
6,"color","crownblue/redstripe"
6,"color","rapture"
6,"color","regalred"
60,"color","black"
60,"color","navy"
61,"color","black"
61,"color","turbulencegrey"
61,"color","white"
62,"color","navy"
63,"color","black"
64,"color","feathersprint"
64,"color","palmsprint"
65,"color","blackgeoprint"
65,"color","dressbluesgeoprint"
66,"color","dressblues"
67,"color","black"
68,"color","amplifiedwave"
68,"color","blackdjprint"
68,"color","turntable"
69,"color","abstractfloralpoppy"
7,"color","jetgrey"
7,"color","skyblue"
70,"color","white"
71,"color","black"
71,"color","blue"
71,"color","irongrey"
71,"color","navy"
72,"color","black/powerblue"
72,"color","black/powerorange"
72,"color","black/poweryellow"
72,"color","powerblue"
72,"color","powerorange"
73,"color","blue"
73,"color","red"
74,"color","blue"
74,"color","red"
75,"color","bouyplaid"
75,"color","bouytossedbunny"
75,"color","kumquatstripe"
75,"color","peacoatbunny"
76,"color","brilliantred"
76,"color","cobaltwater"
77,"color","marrakesh"
77,"color","splash"
78,"color","bulldog"
78,"color","carnevale"
78,"color","royalskull"
79,"color","black/callaorange"
79,"color","black/white"
79,"color","bluepulse/black"
79,"color","callaorange/black"
8,"color","black/purple"
8,"color","blueplaid"
8,"color","blue/red"
8,"color","white"
80,"color","blacksurfstripe"
80,"color","bluecloudsurfstripe"
80,"color","whitesurfstripe"
81,"color","anthracite"
81,"color","bluebell"
81,"color","charcoalgrey"
82,"color","charcoalgrey"
82,"color","larkspur"
82,"color","poppyred"
83,"color","black/darkcharcoal"
83,"color","darkcharcoal"
84,"color","green/navy"
84,"color","red/navy"
85,"color","black"
85,"color","navy"
86,"color","brightflash"
86,"color","greysky"
86,"color","impactred"
86,"color","lynxblue"
86,"color","white"
87,"color","black"
87,"color","blue"
88,"color","black"
88,"color","blueshadow"
88,"color","white"
89,"color","barbadoscherry"
89,"color","black"
89,"color","problue"
9,"color","black"
9,"color","blueshadow"
9,"color","mink"
90,"color","black"
90,"color","problue"
91,"color","black/rock"
